Id,CreationDate,koty,psy,króliki,ptaki,gady,robaki,żółwie,fretki,konie,ślimaki,gryzonie,wodne
47,2013-10-08T22:50:37.270,40,34,9,0,0,0,0,2,0,0,1,0
48,2013-10-08T22:55:35.323,40,34,12,0,0,0,0,2,0,0,1,0
49,2013-10-08T22:56:29.167,40,34,12,0,0,0,0,2,0,0,1,0
50,2013-10-08T22:57:20.390,42,34,12,0,0,0,0,2,0,0,1,0
51,2013-10-08T22:58:25.800,43,34,12,0,0,0,0,2,0,0,1,0
53,2013-10-08T22:59:56.263,43,36,12,0,0,0,0,2,0,0,1,0
54,2013-10-08T23:00:14.360,44,38,12,0,0,0,0,2,0,0,1,0
55,2013-10-08T23:01:01.813,46,38,12,0,0,0,0,2,0,0,1,0
56,2013-10-08T23:04:06.707,47,38,12,0,0,0,0,2,0,0,1,0
57,2013-10-08T23:08:21.430,47,38,14,0,0,0,0,2,0,0,1,0
58,2013-10-08T23:12:55.047,47,41,14,0,0,0,0,2,0,0,1,0
59,2013-10-08T23:12:57.227,49,41,14,0,0,0,0,2,0,0,1,0
60,2013-10-08T23:27:28.620,50,41,14,0,0,0,0,2,0,0,1,0
61,2013-10-08T23:30:31.583,50,44,14,0,0,0,0,2,0,0,1,0
62,2013-10-08T23:30:41.740,50,44,14,2,0,0,0,2,0,0,1,0
63,2013-10-08T23:33:28.160,52,44,14,2,0,0,0,2,0,0,1,0
64,2013-10-08T23:33:47.313,54,44,14,2,0,0,0,2,0,0,1,0
66,2013-10-08T23:34:46.210,54,44,14,2,0,0,0,2,0,0,1,2
67,2013-10-08T23:36:32.360,55,45,14,2,0,0,0,2,0,0,1,2
68,2013-10-08T23:37:37.667,55,45,14,2,0,0,0,2,0,2,1,2
69,2013-10-08T23:39:00.820,55,45,14,2,0,0,0,2,0,2,1,2
71,2013-10-08T23:40:30.567,55,45,14,2,0,0,0,2,0,2,1,2
72,2013-10-08T23:44:31.820,56,45,14,2,0,0,0,2,0,2,1,2
73,2013-10-08T23:46:29.587,56,45,14,2,0,0,0,2,0,4,1,2
74,2013-10-08T23:47:00.080,56,46,14,2,0,0,0,2,0,4,1,2
75,2013-10-08T23:52:04.057,56,47,14,2,0,0,0,2,0,4,1,2
76,2013-10-09T00:03:39.537,56,47,14,2,0,0,0,2,0,4,1,2
78,2013-10-09T00:12:51.280,56,49,14,2,0,0,0,2,0,4,1,2
79,2013-10-09T00:16:20.690,56,51,14,2,0,0,0,2,0,4,1,2
80,2013-10-09T00:19:00.920,56,52,14,2,0,0,0,2,0,4,1,2
81,2013-10-09T00:19:32.877,56,53,14,2,0,0,0,2,0,4,1,2
83,2013-10-09T00:24:21.187,58,53,14,2,0,0,0,2,0,4,1,2
84,2013-10-09T00:29:17.790,58,53,14,2,0,0,0,2,0,4,1,2
86,2013-10-09T00:38:22.103,58,55,14,2,0,0,0,2,0,4,1,2
87,2013-10-09T00:46:12.220,58,56,14,2,0,0,0,2,0,4,1,2
88,2013-10-09T00:49:18.757,58,56,14,2,0,0,0,2,0,4,1,2
89,2013-10-09T00:49:18.757,58,56,14,2,0,0,0,2,0,4,1,3
90,2013-10-09T00:54:19.710,59,59,14,2,0,0,0,2,0,4,1,3
91,2013-10-09T00:55:34.547,59,59,14,2,0,0,0,2,0,4,1,3
92,2013-10-09T01:00:09.753,60,59,14,2,0,0,0,2,0,4,1,3
93,2013-10-09T01:00:10.387,60,59,14,2,0,0,0,2,0,4,1,4
94,2013-10-09T01:00:39.647,60,61,14,2,0,0,0,2,0,4,1,4
95,2013-10-09T01:05:11.057,60,61,14,2,0,0,0,2,0,4,1,5
96,2013-10-09T01:05:22.467,60,61,15,2,0,0,0,2,0,4,1,5
97,2013-10-09T01:07:05.797,60,61,15,2,0,0,0,2,0,4,1,6
98,2013-10-09T01:07:38.677,60,62,15,2,0,0,0,2,0,4,1,6
99,2013-10-09T01:09:03.747,60,62,15,2,0,0,0,2,0,4,1,7
100,2013-10-09T01:09:42.113,62,62,15,2,0,0,0,2,0,4,1,7
101,2013-10-09T01:11:46.250,62,64,15,2,0,0,0,2,0,4,1,7
102,2013-10-09T01:13:34.123,62,64,15,2,0,0,0,2,0,5,1,9
104,2013-10-09T01:19:14.580,62,65,15,2,0,0,0,2,0,5,1,9
105,2013-10-09T01:25:45.980,64,67,15,2,0,0,0,2,0,5,1,9
106,2013-10-09T01:36:20.610,66,69,15,2,0,0,0,2,0,5,1,9
107,2013-10-09T01:52:58.810,67,70,15,2,0,1,0,3,0,5,1,9
108,2013-10-09T01:55:59.330,68,70,15,2,0,1,0,3,0,5,1,9
110,2013-10-09T02:18:37.950,69,70,15,2,0,1,0,3,0,5,1,9
111,2013-10-09T02:23:31.023,72,70,15,2,0,1,0,3,0,5,1,9
112,2013-10-09T02:36:52.430,74,70,15,2,0,1,0,3,0,5,1,9
113,2013-10-09T02:48:07.677,76,70,15,2,0,1,0,3,0,5,1,9
114,2013-10-09T02:51:06.493,76,70,15,2,0,1,0,3,0,5,1,9
115,2013-10-09T02:55:41.150,78,70,15,2,0,1,0,3,0,5,1,9
116,2013-10-09T02:57:54.977,79,70,15,2,0,1,0,3,0,5,1,9
117,2013-10-09T03:09:22.530,81,70,15,2,0,1,0,3,0,5,1,9
118,2013-10-09T03:09:45.297,81,71,15,2,0,3,0,3,0,5,1,9
119,2013-10-09T03:14:19.023,82,72,15,2,0,3,0,3,0,5,1,9
120,2013-10-09T03:14:31.087,83,72,15,2,0,3,0,3,0,5,1,9
121,2013-10-09T03:33:48.603,83,72,15,2,0,3,0,3,0,5,1,9
122,2013-10-09T03:36:07.933,83,72,16,2,0,3,0,3,0,5,1,9
123,2013-10-09T03:41:46.523,83,72,16,2,0,3,0,3,0,6,1,9
124,2013-10-09T03:49:41.817,83,72,16,2,0,3,0,3,0,6,1,10
125,2013-10-09T03:54:01.167,83,72,16,2,0,3,0,3,0,6,1,12
126,2013-10-09T04:00:10.053,83,72,16,2,0,3,0,3,0,6,1,12
127,2013-10-09T04:14:03.490,83,73,16,3,0,3,0,3,0,6,1,12
128,2013-10-09T04:29:53.877,83,74,16,3,0,3,0,3,0,6,1,12
129,2013-10-09T04:38:11.827,83,75,16,3,0,3,0,3,0,6,1,12
130,2013-10-09T04:42:44.680,83,75,16,3,0,3,0,3,0,6,1,12
131,2013-10-09T04:44:56.817,83,77,16,3,0,3,0,3,0,6,1,12
133,2013-10-09T04:55:11.453,83,77,18,3,0,3,0,3,0,6,1,12
134,2013-10-09T05:00:31.757,83,78,18,3,0,3,0,3,0,6,1,12
135,2013-10-09T05:04:46.480,83,78,18,3,0,3,0,3,0,6,1,13
136,2013-10-09T05:07:49.867,83,78,18,4,0,3,0,3,0,6,1,13
137,2013-10-09T05:26:50.070,83,79,18,4,0,3,0,3,0,6,1,13
138,2013-10-09T05:37:05.337,85,79,18,4,0,3,0,3,0,6,1,13
139,2013-10-09T05:42:14.937,85,80,18,4,0,3,0,3,0,6,1,13
140,2013-10-09T05:48:55.740,85,80,18,5,0,3,0,3,0,6,1,13
141,2013-10-09T05:58:41.263,86,80,18,5,0,3,0,3,0,6,1,13
143,2013-10-09T06:08:17.183,86,80,18,6,0,3,0,3,0,6,1,13
144,2013-10-09T06:35:05.133,86,80,20,6,0,3,0,3,0,6,1,13
145,2013-10-09T06:56:22.017,87,81,20,7,0,3,0,3,0,6,1,13
146,2013-10-09T06:58:52.540,87,82,20,7,0,3,0,3,0,6,1,13
147,2013-10-09T07:02:50.470,87,82,20,7,0,3,0,3,1,6,1,13
148,2013-10-09T07:10:26.993,87,85,20,7,0,3,0,3,1,6,1,13
151,2013-10-09T07:23:03.107,87,85,20,9,0,3,0,3,1,6,1,13
154,2013-10-09T07:32:57.463,87,85,20,9,0,5,0,3,1,6,1,13
155,2013-10-09T07:37:32.540,87,87,20,9,0,5,0,3,1,6,1,13
156,2013-10-09T07:37:33.413,87,90,20,9,0,5,0,3,1,6,1,13
157,2013-10-09T07:48:04.370,87,92,20,9,0,5,0,3,1,6,1,13
158,2013-10-09T07:51:42.203,87,96,20,9,0,5,0,3,1,6,1,13
159,2013-10-09T08:07:18.230,87,97,20,9,0,5,0,3,1,6,1,13
160,2013-10-09T08:33:39.027,87,98,20,9,0,5,0,3,1,6,1,13
161,2013-10-09T08:44:23.003,87,98,20,9,0,5,0,3,1,6,1,13
162,2013-10-09T08:44:23.003,87,98,20,9,0,5,0,3,1,6,1,13
163,2013-10-09T08:52:12.280,87,100,20,9,0,5,0,3,1,6,1,13
164,2013-10-09T09:11:44.600,87,100,20,12,0,5,0,3,1,6,1,13
165,2013-10-09T09:16:36.217,87,102,20,12,0,5,0,3,1,6,1,13
166,2013-10-09T09:18:57.527,87,102,20,12,0,5,0,3,2,6,1,13
167,2013-10-09T09:23:26.727,87,102,20,12,0,5,0,3,4,6,1,13
168,2013-10-09T09:36:50.830,87,105,20,12,0,5,0,3,4,6,1,13
169,2013-10-09T10:03:15.187,87,105,20,14,0,5,0,3,4,6,1,13
170,2013-10-09T10:06:35.873,87,105,20,14,1,5,1,3,4,6,1,13
171,2013-10-09T10:11:19.867,87,110,20,14,1,5,1,3,4,6,1,13
172,2013-10-09T10:18:20.833,87,110,20,14,1,5,1,3,4,6,1,15
173,2013-10-09T10:33:24.213,91,110,20,14,1,5,1,3,4,6,1,15
174,2013-10-09T10:37:12.870,91,111,20,14,1,5,1,3,4,6,1,15
175,2013-10-09T11:00:17.923,91,111,23,14,1,5,1,3,4,6,1,15
176,2013-10-09T11:08:00.710,91,113,23,14,1,6,1,3,4,6,1,15
177,2013-10-09T11:18:01.467,91,114,23,14,1,6,1,3,4,6,1,15
178,2013-10-09T11:18:01.467,92,115,23,14,1,6,1,3,4,6,1,15
179,2013-10-09T11:21:59.583,92,116,23,14,1,6,1,3,4,6,1,15
180,2013-10-09T11:28:15.013,92,118,23,14,1,6,1,3,4,6,1,15
181,2013-10-09T11:31:42.587,92,120,23,14,1,6,1,3,4,6,1,15
182,2013-10-09T11:33:23.630,92,122,23,14,1,6,1,3,4,6,1,15
183,2013-10-09T11:34:01.410,92,123,23,14,1,6,1,3,4,6,1,15
184,2013-10-09T11:35:49.317,92,124,23,14,1,6,1,3,4,6,1,15
185,2013-10-09T11:38:47.977,92,124,23,14,1,6,1,3,4,6,1,15
186,2013-10-09T11:38:47.977,92,124,23,14,1,6,1,3,4,6,1,15
187,2013-10-09T11:39:42.997,92,124,23,14,1,6,1,3,4,6,1,15
188,2013-10-09T11:39:42.997,92,124,23,14,1,6,1,3,4,6,1,15
189,2013-10-09T11:40:19.563,92,124,23,14,1,6,1,3,4,6,1,15
190,2013-10-09T11:40:19.563,92,124,23,14,1,6,1,3,4,6,1,15
191,2013-10-09T11:43:07.690,92,124,23,14,1,6,1,3,4,6,1,15
192,2013-10-09T11:50:23.770,92,127,23,14,1,6,1,3,4,6,1,15
193,2013-10-09T11:51:01.597,92,129,23,14,1,6,1,3,4,6,1,15
195,2013-10-09T12:08:50.900,92,131,23,14,1,6,1,3,4,6,1,15
196,2013-10-09T12:19:13.937,92,132,23,14,1,6,1,3,4,6,1,15
197,2013-10-09T12:19:54.097,92,132,23,14,2,6,1,3,4,6,1,15
198,2013-10-09T12:22:40.243,92,132,23,14,2,6,1,3,4,6,1,17
199,2013-10-09T12:24:07.543,93,134,23,15,2,6,1,3,4,6,1,17
201,2013-10-09T12:31:29.877,93,136,23,15,2,6,1,3,4,6,1,17
202,2013-10-09T12:32:29.397,93,137,23,15,2,6,1,3,4,6,1,17
203,2013-10-09T12:33:23.907,96,137,23,15,2,6,1,3,4,6,1,17
204,2013-10-09T12:33:23.907,97,137,23,15,2,6,1,3,4,6,1,17
205,2013-10-09T12:34:38.990,97,138,23,15,2,6,1,3,4,6,1,17
206,2013-10-09T12:37:18.923,98,138,23,15,2,6,1,3,4,6,1,17
207,2013-10-09T12:41:25.750,99,138,23,15,2,7,1,3,4,6,1,17
208,2013-10-09T12:41:48.280,99,138,23,15,2,7,1,3,4,6,1,18
209,2013-10-09T12:50:06.860,99,138,23,15,3,7,1,3,4,6,1,18
210,2013-10-09T12:52:04.727,101,138,23,15,3,7,1,3,4,6,1,18
211,2013-10-09T13:00:35.623,101,141,23,15,3,7,1,3,4,6,1,18
212,2013-10-09T13:01:26.220,102,142,24,15,3,7,1,3,4,6,1,19
213,2013-10-09T13:02:23.713,102,143,24,15,3,7,1,3,4,6,1,19
214,2013-10-09T13:04:45.330,102,143,24,15,3,7,1,3,4,6,1,19
215,2013-10-09T13:06:52.060,102,143,24,15,3,7,1,3,4,6,1,20
216,2013-10-09T13:07:24.177,102,144,24,15,3,7,1,3,4,6,1,20
217,2013-10-09T13:08:19.887,102,145,24,15,3,7,1,3,4,6,1,20
218,2013-10-09T13:09:31.747,104,145,24,15,3,7,1,3,4,6,1,20
219,2013-10-09T13:11:10.187,104,146,24,15,3,7,1,3,4,6,1,20
220,2013-10-09T13:16:08.893,105,146,24,15,3,7,1,3,4,6,1,20
221,2013-10-09T13:21:06.847,105,149,24,15,3,7,1,3,4,6,1,20
222,2013-10-09T13:22:16.673,105,149,24,15,3,7,1,3,4,6,1,22
223,2013-10-09T13:23:18.970,107,149,24,15,3,7,1,3,4,6,1,22
224,2013-10-09T13:27:34.717,109,149,24,15,3,7,1,3,4,6,1,22
225,2013-10-09T13:28:45.827,111,149,24,15,3,7,1,3,4,6,1,22
226,2013-10-09T13:29:54.667,111,150,24,15,3,7,1,3,4,6,1,22
227,2013-10-09T13:32:16.007,111,150,24,15,3,7,1,3,4,6,1,23
228,2013-10-09T13:32:50.540,111,153,24,15,3,7,1,3,4,6,1,23
229,2013-10-09T13:34:09.453,112,153,24,15,3,7,1,3,4,6,1,23
230,2013-10-09T13:37:58.090,113,153,24,15,3,7,1,3,4,6,1,23
231,2013-10-09T13:39:27.297,115,153,24,15,3,7,1,3,4,6,1,23
232,2013-10-09T13:39:52.643,115,153,24,15,3,7,1,3,4,6,1,23
233,2013-10-09T13:39:52.643,115,153,24,15,3,7,1,3,4,6,1,23
234,2013-10-09T13:41:12.337,115,153,24,15,3,7,1,3,4,6,1,23
235,2013-10-09T13:41:12.337,115,153,24,15,3,7,1,3,4,6,1,23
236,2013-10-09T13:45:23.557,116,153,24,15,3,7,1,3,4,6,1,23
237,2013-10-09T13:48:42.817,116,154,24,15,3,7,1,3,4,6,1,23
238,2013-10-09T13:49:00.660,116,155,24,15,3,7,1,3,4,6,1,23
239,2013-10-09T13:53:04.917,117,155,24,15,3,7,1,3,4,6,1,23
240,2013-10-09T13:56:38.657,117,156,24,15,3,7,1,3,4,6,1,23
241,2013-10-09T13:58:15.943,119,156,24,15,3,7,1,3,4,6,1,23
243,2013-10-09T14:00:28.720,119,158,24,15,3,7,1,3,4,6,1,23
244,2013-10-09T14:00:59.947,121,159,24,15,3,7,1,3,4,6,1,23
247,2013-10-09T14:14:18.780,123,159,24,15,3,7,1,3,4,6,1,23
248,2013-10-09T14:33:39.643,124,159,24,15,3,7,1,3,4,6,1,23
249,2013-10-09T14:39:35.137,124,161,24,15,3,7,1,3,4,6,1,23
250,2013-10-09T14:43:08.100,124,164,24,15,3,7,1,3,4,6,1,23
251,2013-10-09T14:44:48.373,125,164,24,15,3,7,1,3,4,6,1,23
252,2013-10-09T14:49:06.353,127,164,24,15,3,7,1,3,4,6,1,23
253,2013-10-09T14:49:17.497,128,164,24,15,3,7,1,3,4,6,1,23
254,2013-10-09T14:49:24.133,130,164,24,15,3,7,1,3,4,6,1,23
255,2013-10-09T14:57:38.813,130,164,27,15,3,7,1,3,4,6,1,23
256,2013-10-09T15:00:40.077,130,166,27,15,3,7,1,3,4,6,1,23
257,2013-10-09T15:01:03.707,130,167,27,15,3,7,1,3,4,6,1,23
258,2013-10-09T15:03:29.797,130,169,27,15,3,7,1,3,4,6,1,23
259,2013-10-09T15:04:30.557,130,172,27,15,3,7,1,3,4,6,1,23
260,2013-10-09T15:10:31.100,130,173,27,15,3,7,1,3,4,6,1,23
261,2013-10-09T15:22:57.037,132,175,27,15,3,7,1,3,4,6,1,23
262,2013-10-09T15:25:31.113,134,175,27,15,3,7,1,3,4,6,1,23
263,2013-10-09T15:26:33.387,134,175,27,15,3,7,1,3,4,6,1,24
264,2013-10-09T15:29:30.367,134,177,27,15,3,7,1,3,4,6,1,24
266,2013-10-09T15:31:05.227,136,177,27,15,3,7,1,3,4,6,1,24
267,2013-10-09T15:31:25.110,136,177,27,15,3,7,2,3,4,6,1,24
268,2013-10-09T15:32:59.383,138,177,27,15,3,7,2,3,4,6,1,24
269,2013-10-09T15:33:42.177,139,177,27,15,3,8,2,3,4,6,1,24
270,2013-10-09T15:35:37.980,140,177,27,15,3,8,2,3,4,6,1,24
271,2013-10-09T15:36:51.690,140,179,27,15,3,8,2,3,4,6,1,24
272,2013-10-09T15:38:57.370,140,179,27,15,3,8,2,3,4,6,2,24
273,2013-10-09T15:39:08.030,140,179,27,15,3,8,2,3,4,6,3,24
274,2013-10-09T15:39:14.983,140,180,27,15,3,8,2,3,4,6,3,24
276,2013-10-09T15:40:39.023,140,180,27,15,3,8,2,3,4,6,3,25
277,2013-10-09T15:42:19.493,141,180,27,15,3,8,2,3,4,6,3,25
278,2013-10-09T15:42:50.837,143,181,27,15,3,10,2,3,4,6,3,25
280,2013-10-09T15:44:06.817,143,184,27,15,3,10,2,3,4,6,3,25
281,2013-10-09T15:44:10.677,144,184,27,15,3,10,2,3,4,6,3,25
282,2013-10-09T15:45:48.307,144,187,27,15,3,10,2,3,4,6,3,25
283,2013-10-09T15:46:40.640,145,187,27,15,3,10,2,3,4,6,3,25
284,2013-10-09T15:46:51.390,145,189,27,15,3,10,2,3,4,6,3,25
285,2013-10-09T15:48:00.790,145,189,27,15,3,10,2,3,4,6,3,25
286,2013-10-09T15:50:44.557,146,189,27,15,3,10,2,3,4,6,3,25
288,2013-10-09T15:57:03.513,147,189,27,15,3,10,2,3,4,6,3,25
289,2013-10-09T15:57:47.277,148,190,27,15,3,10,2,3,4,6,3,25
290,2013-10-09T15:59:28.927,149,190,27,15,3,10,2,3,4,6,3,25
291,2013-10-09T16:03:16.790,150,190,27,15,3,10,2,3,4,6,3,25
292,2013-10-09T16:06:36.943,151,190,27,15,3,10,2,3,4,6,3,25
293,2013-10-09T16:06:48.677,152,190,27,15,3,10,2,3,4,6,3,25
294,2013-10-09T16:08:16.247,153,190,27,15,3,10,2,3,4,6,3,25
295,2013-10-09T16:10:18.677,154,190,27,15,3,10,2,3,4,6,3,25
296,2013-10-09T16:10:54.790,154,190,27,15,3,10,2,3,4,6,3,25
298,2013-10-09T16:14:02.177,156,190,27,15,3,10,2,3,4,6,3,25
299,2013-10-09T16:26:58.157,156,191,27,15,3,10,2,3,4,6,3,25
301,2013-10-09T16:34:27.013,156,193,27,15,3,10,2,3,4,6,3,25
303,2013-10-09T16:47:48.387,156,196,27,15,3,10,2,3,4,6,3,25
304,2013-10-09T16:54:16.093,156,197,27,15,3,10,2,3,4,6,3,25
305,2013-10-09T16:58:05.147,156,198,27,15,3,10,2,3,4,6,3,25
306,2013-10-09T17:00:42.200,156,200,27,15,3,10,2,3,4,6,3,25
307,2013-10-09T17:07:18.843,156,201,27,15,3,10,2,3,4,6,3,25
308,2013-10-09T17:07:59.103,156,202,27,15,3,10,2,3,4,6,3,25
309,2013-10-09T17:56:30.240,156,202,27,15,3,10,2,3,4,6,4,25
310,2013-10-09T18:02:36.250,157,202,27,15,3,10,2,3,4,6,4,25
311,2013-10-09T18:03:05.953,157,204,27,15,3,10,2,3,4,6,4,25
312,2013-10-09T18:09:50.810,157,205,27,15,3,10,2,3,4,6,4,25
313,2013-10-09T18:10:54.790,159,205,27,15,3,10,2,3,4,6,4,25
314,2013-10-09T18:14:04.483,161,205,27,15,3,10,2,3,4,6,4,25
315,2013-10-09T18:16:32.460,161,206,27,15,3,10,2,3,4,6,4,25
316,2013-10-09T18:19:31.910,161,207,27,15,3,10,2,3,4,6,4,25
317,2013-10-09T18:23:36.013,163,208,27,15,3,12,2,3,4,6,4,25
318,2013-10-09T18:27:11.383,164,209,27,15,3,12,2,3,4,6,4,25
319,2013-10-09T18:28:55.910,164,210,27,15,3,12,2,3,4,6,4,25
320,2013-10-09T18:34:31.153,164,213,27,15,3,12,2,3,4,6,4,25
321,2013-10-09T18:35:37.113,164,215,27,15,3,12,2,3,4,6,4,25
322,2013-10-09T18:45:27.957,166,215,27,15,3,12,2,3,4,6,4,25
323,2013-10-09T18:47:10.667,166,215,27,15,3,12,2,3,4,6,4,26
324,2013-10-09T18:50:15.690,168,215,27,15,3,12,2,3,4,6,4,26
326,2013-10-09T19:00:42.237,168,217,27,15,3,12,2,3,4,6,4,26
327,2013-10-09T19:03:32.877,168,217,27,15,3,12,2,3,4,6,4,27
328,2013-10-09T19:04:12.347,168,217,27,15,3,12,2,3,4,6,4,28
329,2013-10-09T19:09:49.760,168,217,28,15,3,12,2,3,4,6,4,28
330,2013-10-09T19:10:41.940,170,217,28,15,3,12,2,3,4,6,4,28
331,2013-10-09T19:10:55.560,170,217,28,15,3,14,2,3,4,6,4,28
332,2013-10-09T19:10:55.560,170,217,28,15,3,14,2,3,4,6,4,28
333,2013-10-09T19:13:52.310,170,217,28,15,3,14,2,3,4,6,4,28
334,2013-10-09T19:13:52.310,170,217,28,15,3,14,2,3,4,6,4,28
335,2013-10-09T19:27:36.043,174,217,28,15,3,14,2,3,4,6,4,28
336,2013-10-09T19:39:34.300,174,217,28,15,3,14,2,3,4,6,4,28
338,2013-10-09T19:47:08.833,176,217,28,15,3,14,2,3,4,6,4,28
339,2013-10-09T20:05:50.037,176,219,28,15,3,14,2,3,4,6,4,28
341,2013-10-09T20:17:06.130,176,219,28,15,3,15,2,3,4,6,4,28
342,2013-10-09T20:17:19.453,176,223,28,15,3,15,2,3,4,6,4,28
343,2013-10-09T20:35:54.403,176,223,28,15,3,16,2,3,4,6,4,28
344,2013-10-09T21:20:04.910,177,223,28,15,3,16,2,3,4,6,4,28
345,2013-10-09T21:31:07.727,178,223,28,15,3,16,2,3,4,6,4,28
346,2013-10-09T21:32:14.780,178,223,28,15,3,16,2,3,4,6,4,28
347,2013-10-09T21:38:23.173,178,223,28,15,3,16,2,3,4,6,4,28
348,2013-10-09T21:41:58.940,178,223,28,15,3,16,2,3,4,6,4,29
349,2013-10-09T21:53:44.633,178,226,28,15,3,16,2,3,4,6,4,29
350,2013-10-09T22:04:24.357,179,226,28,15,3,16,2,3,4,6,4,29
351,2013-10-09T22:05:45.313,180,226,28,15,3,16,2,3,4,6,4,29
352,2013-10-09T22:28:44.053,180,230,28,15,3,16,2,3,4,6,4,29
353,2013-10-09T22:32:01.993,180,232,28,15,3,16,2,3,4,6,4,29
354,2013-10-09T22:51:00.207,180,234,28,15,3,16,2,3,4,6,4,29
355,2013-10-09T22:52:11.473,181,234,28,15,3,16,2,3,4,6,4,29
356,2013-10-09T22:56:58.577,182,235,28,15,3,16,2,3,4,6,4,29
357,2013-10-09T23:08:18.017,185,235,28,15,3,16,2,3,4,6,4,29
358,2013-10-09T23:23:03.020,185,235,32,15,3,16,2,3,4,6,4,29
359,2013-10-09T23:27:56.977,185,235,33,15,3,16,2,3,4,6,4,29
360,2013-10-09T23:42:33.027,185,235,33,15,3,16,2,3,4,6,4,29
361,2013-10-09T23:42:33.027,185,235,33,15,3,16,2,3,4,6,4,29
362,2013-10-09T23:53:10.997,186,236,35,15,3,16,2,3,4,6,4,29
363,2013-10-09T23:53:10.997,186,236,36,15,3,16,2,3,4,6,4,29
364,2013-10-10T00:13:00.920,186,236,36,15,3,16,2,3,4,6,4,30
365,2013-10-10T00:21:10.470,186,236,36,15,3,16,2,3,4,6,4,30
366,2013-10-10T00:23:19.183,186,236,36,15,3,16,2,3,4,6,4,31
367,2013-10-10T00:27:13.327,186,237,36,15,3,16,2,3,4,6,4,31
